601,53,A315,FLL,EWR,140,1742,-M-WT--
600,51,A977,FLL,BWI,938,1376,SMTW--S
568,57,B094,LAX,DTW,2208,1228,SMT---S
569,57,B094,DTW,SEA,858,2111,SMT-TFS
632,53,L242,DEN,FLL,163,1690,SM--TF-
633,55,A116,SEA,MSP,1998,553,-MTWTFS
634,55,B638,SEA,FLL,697,2272,S-TWTFS
635,55,A116,FLL,MSP,173,574,SMTW-FS
636,59,A613,MSP,SEA,1648,1703,-MTWT-S
637,55,B638,MSP,FLL,1581,542,SMTWT-S
560,56,B780,SFO,DCA,654,1607,SMT--F-
561,52,E051,FLL,PIT,1081,1467,SMTWTFS
562,52,L356,FLL,EWR,324,1911,S--WTFS
563,52,E329,EWR,PIT,1635,1026,S-TWT--
564,60,L243,PIT,FLL,2080,1841,SMTWTFS
565,52,L356,PIT,EWR,187,31,SMT-TFS
566,52,E051,EWR,FLL,381,463,S--WTFS
608,60,L029,MSP,PHX,65,0,S-TWTFS
631,53,A315,LGA,DEN,435,1074,-MT-T--
605,60,E511,MSP,MSP,810,1955,S-TWTF-
604,60,L029,PHX,MSP,1633,1728,SM-WTFS
607,60,B309,MSP,MSP,1548,114,-MT-TFS
606,52,B980,MSP,PHX,301,219,-MT-TFS
559,56,B780,PHL,SFO,2329,1078,--TWTFS
558,53,A315,PHL,DCA,2297,508,SMTW-FS
603,60,L029,PHX,MSP,673,804,SMTWT-S
602,53,A315,EWR,BWI,2350,1659,SM-WT-S
555,56,B780,DCA,PHL,862,2179,SM-W-F-
554,54,B294,SFO,EWR,1420,2072,SMTWT-S
557,56,B780,SFO,PHL,99,2308,S-TWT-S
556,56,B780,DCA,SFO,1880,1979,SMTWTFS
551,54,B294,SFO,PHL,917,1879,-MT-TFS
550,54,B294,EWR,SFO,2181,11,SMTW--S
553,54,B294,PHL,SFO,1745,10,SMTW--S
552,60,L029,PHL,EWR,1029,126,SMT-TF-
638,55,A116,FLL,SEA,618,1882,-MTW---
618,55,E546,SEA,PIT,362,2082,S--WTFS
619,52,E329,SEA,DFW,889,1311,--TWTFS
612,52,B980,DTW,ATL,1394,1162,S-TW-FS
613,53,A315,DTW,FLL,864,142,SMTWTF-
610,53,A315,ATL,FLL,987,1699,-MTWT-S
611,53,L242,FLL,DTW,1903,1595,SMT-TFS
616,52,E329,PIT,DFW,1882,991,SM--TFS
617,52,E329,DFW,SEA,1276,1610,-MT-TF-
614,53,L242,FLL,ATL,141,27,S-TWTFS
615,52,L356,PIT,SEA,331,1909,----TFS
567,57,B094,LAX,SEA,14,686,SMTWTF-
609,53,L242,ATL,DTW,1938,1335,S-TW-FS
