'100','5','L893','MCO','ORD',106,47,'SM-WTFS'
'42','1','L081','IAH','DCA',2116,541,'S-TWT-S'
'89','1','L768','PIT','DTW',378,1071,'S--WTFS'
'54','1','A150','MIA','MSP',2209,1491,'-M---FS'
'24','8','A453','DCA','PIT',654,323,'SMTW--S'
'71','3','A156','ATL','SFO',1655,60,'-M-WTF-'
'15','4','E347','DEN','DTW',2038,524,'-MTWTFS'
'49','1','L768','MSP','EWR',1618,1657,'SMTW-FS'
'36','6','E587','LAS','DFW',401,1179,'SMT-T-S'
'87','1','B181','DTW','PIT',1541,1761,'S-T-TFS'
'65','3','A156','FLL','IAH',1489,587,'SMTWTFS'
'97','9','L304','ORD','MCO',2182,181,'-MTWT-S'
'79','4','A452','ORD','LGA',111,74,'SMT-T-S'
'39','1','L768','IAH','MCO',72,2177,'SMTWT-S'
'80','4','A666','ORD','EWR',286,2114,'SM-W-FS'
'6','8','A453','SFO','BOS',46,391,'SM--TFS'
'41','1','A150','MCO','IAH',145,596,'SM-WTFS'
'55','8','B140','MCO','LGA',528,2269,'SMTWT-S'
'88','3','L903','PIT','SFO',419,1745,'SMTW-FS'
'9','3','A156','JFK','SFO',2073,1268,'SMTWTF-'
'56','8','A453','MCO','PHL',955,550,'S---T-S'
'28','9','L304','EWR','SEA',874,1589,'--TWTF-'
'27','5','A328','JFK','EWR',489,1298,'-MTWTF-'
'37','1','B450','DCA','MCO',157,55,'SMTWT--'
'16','2','E950','DTW','LAS',418,2175,'SM-WTFS'
'86','1','L768','SFO','DTW',754,1055,'SM-WTFS'
'48','2','A571','BOS','ATL',1655,1647,'S-T-TFS'
'64','6','B018','FLL','ORD',315,896,'SMTW-FS'
'90','1','L768','DTW','SFO',40,869,'SM-WT-S'
'1','8','A453','BOS','FLL',25,1562,'SMTW-F-'
'102','9','L304','DEN','ORD',78,1959,'SM---FS'
'76','1','L081','IAH','DFW',201,409,'-MTWTFS'
'40','5','L893','MCO','DCA',2180,2344,'S--WT-S'
'8','3','E816','EWR','JFK',2294,394,'SMT--FS'
'57','8','A453','PHL','LGA',1326,997,'S--WTFS'
'26','5','B180','SEA','JFK',98,1580,'-M-W-FS'
'103','3','E816','SFO','BWI',1756,2118,'S-TWT-S'
'34','4','E347','LGA','DFW',1116,918,'-MTWTFS'
'17','4','E347','DTW','DEN',1974,673,'S-TW-F-'
'85','1','L081','SFO','PIT',288,1793,'S---TFS'
'67','3','E816','PHX','ATL',1094,1397,'SM-WTFS'
'91','5','B180','CLT','BOS',109,2317,'-MTWTF-'
'77','6','E587','IAH','MCO',1818,137,'S-TWTFS'
'98','9','B922','ORD','DEN',247,1888,'S-TWTFS'
'47','2','E950','SFO','BOS',1726,1082,'SM--TF-'
