'62','7','L320','BWI','SEA',1376,1558,'S-TWT-S'
'96','3','E481','BWI','DTW',393,983,'SMTWT-S'
'78','10','B655','DEN','CLT',2255,1949,'SM-WTF-'
'81','10','B655','PHX','DEN',1971,1964,'SMTWT-S'
'7','6','L050','FLL','CLT',2259,930,'SMT-TFS'
'100','7','A231','DCA','BWI',300,720,'-M-WTFS'
'42','3','B583','BOS','EWR',514,913,'S-T-T-S'
'89','7','A231','SFO','EWR',1695,136,'SMT--FS'
'54','6','L050','MSP','DCA',364,880,'-MT-TFS'
'24','6','L958','PHL','LGA',1547,627,'-MTWTFS'
'71','7','E029','IAH','DEN',107,1150,'-M--T--'
'15','2','A462','ORD','MCO',2021,1982,'S-T--F-'
'49','6','L958','DCA','LAS',71,1647,'SMTWTF-'
'36','7','E029','LGA','BOS',1783,1242,'SMTWTFS'
'87','7','A636','EWR','SFO',1268,1673,'-MT-TF-'
'65','7','A231','CLT','SEA',1566,2074,'S-T--F-'
'97','2','A462','BWI','DCA',1153,800,'-MTWTF-'
'79','10','B655','MCO','DEN',1284,673,'SMTWT-S'
'39','3','L061','BOS','DTW',571,641,'-MTW-F-'
'80','10','B655','MCO','PHX',429,886,'S-TWTF-'
'6','8','L710','CLT','DTW',452,2247,'S--WTFS'
'41','3','E481','DTW','BOS',1482,1926,'SMT-T--'
'55','6','L050','EWR','ATL',714,286,'S--WTFS'
'88','4','L820','SFO','MCO',867,1100,'SMTWTFS'
'9','6','L958','ORD','CLT',968,445,'SMTWTF-'
'56','6','L958','EWR','DFW',1516,2169,'SMTW--S'
'28','6','L958','ORD','LGA',1455,2178,'SMT-TFS'
'27','1','L280','SFO','ORD',2215,194,'SM-WT-S'
'37','3','E481','EWR','DTW',1078,1173,'SM--TFS'
'16','2','B740','MCO','LAX',866,767,'-MTWTF-'
'86','7','E029','MCO','EWR',1900,2125,'S-TW-FS'
'48','2','E600','SFO','PHL',1531,657,'SMTW-FS'
'64','1','L160','CLT','BWI',1166,987,'SMTW-FS'
'90','7','L654','EWR','MCO',1137,1036,'S-T-TFS'
'1','8','B654','DTW','LGA',31,1426,'--T-TFS'
'102','2','B740','PIT','BWI',684,508,'S-TWT-S'
'76','7','E029','EWR','CLT',515,181,'-MT-TFS'
'40','10','B655','DTW','EWR',459,1275,'SM--TFS'
'8','6','L050','FLL','ORD',1221,627,'SM--TFS'
'57','6','L050','DFW','ATL',1532,1461,'SMTWT-S'
'26','1','L201','LGA','SFO',172,1695,'SM--T-S'
'103','1','L280','ATL','MSP',1748,1152,'SMTWT-S'
'34','7','A949','SEA','BOS',1035,866,'-M--TFS'
'17','2','L715','MCO','ORD',494,1137,'SMTWTFS'
'85','7','L320','MCO','SFO',1085,1557,'SMTWTF-'
'67','7','L654','LGA','IAH',2267,1098,'SMT-TF-'
'91','3','E481','DTW','IAH',816,869,'SMTW--S'
'77','10','B655','EWR','DEN',1983,1852,'SMTWTFS'
'98','2','A462','BWI','PIT',2095,12,'SMTWT-S'
'47','2','E600','MSP','SFO',188,371,'SMTW-FS'
