'403','32','E260','CLT','ORD',1907,647,'S-TWTF-'
'335','33','A437','MCO','ORD',1503,1973,'S-TW-FS'
'342','36','L226','LGA','ATL',1097,220,'S-TWTFS'
'329','33','A898','IAH','MSP',1826,932,'-MTWTFS'
'375','33','E981','LGA','MSP',900,777,'S-TWTFS'
'350','40','A228','MCO','ATL',441,1577,'SM--T-S'
'361','34','L303','DTW','IAH',1795,559,'SMT--F-'
'395','37','B335','MCO','IAH',2035,2288,'-MTW-FS'
'422','35','E164','FLL','DCA',1942,1575,'SMTWTFS'
'383','40','A228','CLT','BWI',1543,1021,'S-T-TF-'
'410','40','A280','IAH','DCA',1059,1098,'S-TW-FS'
'333','33','A437','ORD','MCO',717,849,'SMT-TFS'
'323','40','A280','DEN','FLL',531,160,'-M--TFS'
'343','33','A437','ORD','LAX',626,1186,'SMT-TFS'
'334','40','B287','MCO','PIT',2055,393,'SMTWT-S'
'353','40','A280','DCA','ATL',2245,490,'S-TWT-S'
'374','33','E981','DTW','LGA',1626,1025,'SMTWTFS'
'362','34','B059','DTW','ATL',2105,1860,'SM-WTFS'
'394','40','B287','MCO','PHL',689,1823,'S-TWTFS'
'397','34','A624','LAS','JFK',1750,1929,'SM---FS'
'421','35','E164','FLL','MSP',1542,2259,'SMTWTF-'
'380','40','A280','BOS','BWI',87,117,'SMTW---'
'332','33','L486','PIT','ORD',157,522,'-MTWTFS'
'411','40','B287','DCA','SFO',1426,1236,'SMT----'
'324','40','A228','FLL','LGA',1954,2040,'-MTWTFS'
'402','34','E588','IAH','LAS',1443,1055,'SMTWTFS'
'340','35','A882','BOS','ATL',1418,2051,'S----FS'
'418','40','B770','SEA','LGA',58,1388,'S-TWT-S'
'388','31','B400','MCO','FLL',561,1954,'SM-WT-S'
'373','33','L557','DTW','MSP',545,2087,'S-TWTFS'
'352','33','L486','DCA','MCO',2262,1791,'SMTW-FS'
'348','33','A437','DEN','ORD',1960,2158,'SMTW-FS'
'363','34','A245','ATL','IAH',1338,790,'SMTWTFS'
