726,65,A727,BOS,IAH,1504,589,-M-WTFS
727,70,L288,MCO,DFW,696,2024,SMTWT-S
724,70,L288,SEA,IAH,1997,2180,S-TWT-S
725,65,A957,SEA,BOS,999,729,SM-WTFS
722,65,L447,IAH,BOS,2189,2003,SM-W-FS
723,65,A772,BOS,SEA,2298,397,-MTWTFS
720,70,B675,PHL,BOS,2126,433,S-TWT--
721,65,L447,IAH,SEA,707,2142,SMTWTFS
728,70,L288,MCO,PHX,336,2094,SMTWTFS
729,70,E797,PHX,DFW,767,2091,SM--TFS
740,70,L288,DTW,ATL,874,380,SM-W-FS
741,70,L288,ATL,SEA,700,242,SM-W-FS
742,70,E797,SEA,DTW,603,2322,-MTW-FS
744,70,E797,ATL,DTW,1523,451,SMTW-FS
717,70,E797,PHL,PHX,1400,186,SM-W-FS
716,70,E797,BOS,PHL,1898,1192,SMTWT--
676,61,B213,MIA,PHL,392,860,SM---FS
677,66,A075,MIA,ATL,1776,938,SMT-TFS
713,66,E516,DTW,DFW,783,2345,--TWT-S
671,66,A075,MCO,MCO,1613,564,S--WT-S
711,66,E516,DFW,DTW,1213,526,SMTWT-S
673,66,L590,PHL,MIA,274,1986,SM-WTF-
732,70,L288,PHX,MCO,180,1454,SM-WTFS
689,62,L329,DTW,LAX,1000,965,--TW-F-
688,65,A957,DTW,EWR,1159,826,S---T-S
685,62,E128,EWR,DTW,241,470,SMT-TFS
684,70,B675,LAX,MSP,1668,2061,SMTWTFS
687,62,E128,LAX,DTW,2019,2259,---WTFS
686,62,E128,EWR,LAX,1579,2041,SMTW-FS
681,70,E797,LAX,LAX,1587,1195,SMTWTF-
680,70,L288,MSP,LAX,1226,1074,SM--TFS
683,70,B675,LAX,LAX,1120,1520,SM-WTFS
682,65,L447,LAX,MSP,906,1028,S-TWTF-
